NT,NR,PM,BF,CUM,ND,Distance,PPV,SD
179.95605830111717,11.979041423877591,3.112540959848455,2.3330049785711853,24.87166058935583,180.03135861878292,700.0581961257313,6.0904187722032255,140.37240907583063
157.97169656799772,6.988991089822148,4.05434930345228,2.984747341876888,31.822893719711715,157.97148637198535,700.0323583740512,2.3044667156497125,124.09328494275081
124.9509878730751,10.95942281747745,8.584502017838737,6.45028696401678,75.03750533305876,125.00829540285017,600.0364733229525,4.265417856526534,69.26892634969273
95.00548490226451,9.962952123959102,5.08785595077972,6.528216970585141,49.94290854446119,94.97461618242694,699.9783764909179,2.388219846071814,99.04845569650051
130.99430653993204,8.940425675027521,3.960074696275938,2.929938373594464,41.47584714414373,131.01291651029445,700.0918554799448,3.063005947617285,108.70697047830953
127.94273768148189,12.001111669169225,5.184239090689581,3.9872651833440154,49.957940852944354,127.93166608658468,700.0698596268131,3.3170715586121293,99.04649588485417
138.9425543317857,7.075459608900259,1.9456561940453283,1.478037780550272,15.253528249665864,138.9914144961861,599.959553391847,4.16908821108311,153.61612926965634
214.09080291547264,7.057592400254078,2.9679649002658555,2.1286034461295364,25.526345079119675,214.02609154235196,800.0628595477115,1.7145546588515022,158.35427494258454
186.02485312622036,8.068198113724456,4.006752474331996,2.952939672008839,33.720596636207695,185.9392438911321,699.8702473121205,3.298464175562625,120.52299245350687
120.068658937777,8.026796745591353,8.020225129470113,6.204450901632968,59.05027287988543,120.07119819061994,799.9995274912038,4.9008077908754055,104.10672294419653
175.07872636978263,6.980968100536067,2.967768269383086,2.2316995609098567,25.528543316857867,174.9775436423913,699.9357175057559,2.8959977499843723,138.5304161531374
143.0182270315593,6.960105507455173,3.0107543771224283,2.098725902298442,25.481171973654355,143.0038676859519,600.0151188442578,4.895631939836352,118.86458930857903
120.0190609479422,8.032597222432052,7.830868244608342,5.998947700842763,59.51580217646117,120.04458276198048,500.0271326089243,6.579823959009464,64.81528350606685
131.01666721395094,6.057133113134444,4.01697378097092,2.912796034489947,33.4612133060434,131.02643818250826,700.0372066271718,3.075979169268431,121.01808627947061
225.01833296698703,6.029121454358793,3.9336903934909904,7.03372773161885,31.29470079543379,224.98097681517,700.0234037538199,2.4448080608121203,125.13452750620893
119.9896809171736,6.0058365626964205,4.426879432946659,3.4992421852507847,35.3199194601516,120.03318328725902,700.0373387727567,1.7318484871986244,117.79079497122825
120.00660530205518,5.962011144392084,4.43159047775599,2.28789218134308,38.01219113522132,119.95215054962628,699.9526710500469,1.0598738061350064,113.52910731531124
132.9463606054019,7.023388183588154,4.003461829005789,2.0373481748751394,37.98539840429181,133.07586319993587,599.893426107447,5.6107823298528325,97.3342663754251
148.1110693542696,11.98275341785274,4.452017088927283,3.5441809649616944,31.689029457738982,147.99674702796207,800.0019288383087,1.3554500505128777,142.11390233170536
112.03954889655768,5.919183619018084,3.911321892260157,2.899691739137913,32.34249635765277,112.03302853507564,699.9698937461309,1.902169902611504,123.08144664584707
119.90081799560676,5.951125607310222,3.8764007795188022,2.9651675849859025,31.70961588800372,119.99904442229293,700.076897648798,2.052830777138781,124.32264911018875
162.01435573042357,6.009866400798102,3.4333931967046487,2.6015304866317863,31.762221031295404,161.98215180334685,799.9526946479813,1.1797303366274878,141.9413311632627
311.9976902399692,12.060598436087178,4.51530600909929,3.611979954517373,25.490898925239343,312.1186892873063,799.9830734861803,3.001042239650819,158.44853297874357
